clean_text,category
narendra modis the ultimate scam anthem ,0
true exactly the opposition happen what happened with modi 2014 ,1
even modi will wrong then will not support him but you are blind bhakts congress ,-1
now please dont tell that mukesh ambani anil ambani gautam adani sushilmodi jai shah hasnt stolen any money travelled their planes think public can fooled twice,0
cong literally sweeps the admin clean within 24hrs have seen this over decades the retribution ruthless modi right way this not running down the team its running down only those who dont belong the team,-1
5yrs modi rule failure wat abt the failure yrs congress 15yrs bjd garibi hatao was failure,-1
the non political type most school friends are like that they are more concerned about career and stuff but have modi bias like many other educated bengalis our generation aantlamo ektu shobai korenahole bangali howa jay,1
182 billion makes the world around pakistan got peanuts though was member seato cento corrupt leadership how come in2014 our gdp was 1800 billion there corruption modi sarkaar,-1
"unemployed modi
but vote modi because nation first",1
the most disturbing thing about modis rule that has brought the worst parts people out and they flaunt proudly many people knew simple normal and good are now complete bigots brainwashed maybe this was this their true callous self always ,1
"modi unstoppable matter what always speaks something which touch the heart millions people
some people hate him problem thats their decision
but for many people life changer and for too thank you  ",-1
this could well said many the opposition and media too obsession with modi has helped bjp only those who suffer this ocd syndrome are all sea time the debate steered “india matters” amethi waynad long flight the albatross isn’ hard see,1
fake news please vote for modi ,-1
how common person becomes narender modi ,-1
that bjp under modi shaw‘congress the path selfdestruction’ says sudhir mungantiwar ,0
floundering due his arrogance read ,-1
yes delta for speech making big impact among voters farmers and farm labours visualises him their own godhavari cauvery ₹60000 linking project influenced voters minds they believe will make happen ,1
mam very sorry but data shows last yrs unemployment its peak modi regime has done nothing for the country besides chowkidar slogan and nonsense verbal abuse making fool the entire country his rhetoric speeches,-1
kitna jhooot bolte yar tum log running from two places like modi also did 2014 you are portraying hes not contesting only from amethi tum jaise jhoothi bikaoo govt barbad kar diya hai desh ,0
they must give space congress kerala too they want adjustment with them elsewhere their violent politics denying space cong through most undemocratic means the same way modi does center not the liking cong workers they are against cpim undoubtedly ,-1
don’ challenge modi just refer concerns solicitor,0
there are many visible hindus congress because modi  ,1
this remark the head chowkidar makes clear that modi doing vote bank politics the name national security,1
"how will take from middle class and give poor
hike the taxdo more scams and put blame modi that you are not able anythingsic",-1
people have forgot about that they now think future india under modi2,0
modi says his govt has made concerted efforts make new india ,1
mufti madam would like tell you that its not 1947 and nehru not the nowits the modi era you please shut your mouth and stop talking against the integrity this nation otherwise you will answered orally next time ,0
sir have utmost respect towards our party and sir but this true what the hell sir please confirm thank you ,1
media pls count modi utters the word demo the 151 rallies want him proclaim demo one his biggest achievements ,0
yes sir modi will post all the main bhee chokidar brigades the pakistan border with danda problem solved and pradhan chokidar wins the second term  ,1
post bjp government led modi came into power standard politics has gone down started with modi’ comments non parliamentary language and now every one using the same when modi fought election from two seats was strategy and now when rahul doing ,-1
"ghur mein ghuskar marenge done ✔
satellite fod denge done ✔ namo slots tatasky ready ✔
shilanyas abu dhabi temple ready ✔ least modi movies ready ✔
propaganda song ready ✔ ",1
"fine
being modi supporter would like believe modis opportunism limited building one hour suspense before address this was reasoning for that ",1
modi big liar except nothing else,0
and you not rule look how much have you written about modi you made lot noise about the show thank you,1
are very afraid modi ghe man his words bolta hai kabi nai karta country ,-1
lok sabha elections 2019 ‘who modi ask’ mamata says opposition will decide after polls india news ,0
keep expectations low nda govt possible modi not simple you think,0
accha hua malya aur nirav modi news nahi lagaya completely confused soul have already cleared point never supported crime and when some one caught doing never play victimhood for their deeds like islamphobia racism,-1
country priority for not elections modi ,0
its not bhagoda its pakoda anyway rahul will loose modi will win all become chowkidars full term employment,1
"goodluck modi 
nxt episode dramas like did before ",0
aapka dhanda dum band gaya aakhi jor laga rhi know after elections you will seen bangkok amsterdam ,0
"yes 100 percent
there clear antimodi wave across the country chandrababu naidu ",1
"fully vindicated modi’ statement says vijay mallya
",0
must have heard modis poeech today ,0
from pakistan and support modi the coming elections deserves second chance ,0
called educated young politician who says antimodi antinational bullshit ,1
modi before takoor and after takoor,0
know how much modi loves muslims even muslim cities name are being changed into hindu names that shows how much you love muslims you cant bear muslim city names how can bear alive muslim,1
voto for modi please,0
brinda karat and prakash karat need learn play team rahul gandhi losing the plot then explainthis not the time for pulling each other down but bring down modi who will definitely establish authoritarian state oppressed regime,-1
when modi will learn from jinping gave them buddhism return lets learn how handle mullahs,0
far brand concerned rss calls itself brand who sold product narendra modi the packet nationalism and when tested the product brand was fake and product was defective and since 2014 are paying huge cost this product form unemployment,1
your journalists with modi hate their blood can continue with their hatred modi ceo channel launch via ,-1
modi govt announced make india start india but the reality today unemployment highest years congress president rahul gandhi ,0
awesome,1
where are the job modi ,0
dunno what this cartoon means but seems like the satire going against modi lol ,1
answer what you think priyanka gandhis dig the rich have chowkidar farmers dont narendra modi samavedula venkata rama sastry ,1
modi can’ dare any contestsingle seat from south rahul can challenge modi that bjp bhakra bhakts,0
the irony narendra modi says pakistan more than the pakistanis themselves ,1
this show every community supporting modi even those who were most affected demonetization,1
power cruel measured poverty line terms food calorie value said enough for sustenance defines poverty line out power says modi has impoverished indians 12k the minimum that should assured basic minimum standard every indian,-1
modi have choosen varanasi oldest city the world rahul gandhi choosen wayand where hindus are minority afraid that hindus will not vote for him,-1
imran showed weakness calling modi chaudhry nisar pakistan ,0
modi power and fat flower,0
shatrughan sinha has slammed prime minister narendra modi and party chief amit shah saying earlier there was “lokshahi” democracy and now there “tanashahi” dictatorship the party ,0
low sanghi for the first time our air bases were attacked useless modi out,-1
"difference between the same between
tiger donkey ",0
sure anyone with little bit brains and whos updated with their and current affairs will understand the benefits modis foreign policy and how india has improved under his governance seems like you lack both logic and knowledge current affairs,1
dedicated modi ,0
bujhta diya hae iska dhanda dum band gaya aakhri jor laga rhi hae know after elections she will seen bangkok amsterdam ,0
remember correctly arvind kejriwal had challenged modi contest from outside gujrat and will fight from the same seat,0
your journalists with antimodi hatred their blood can continue with their hatred modi ceo channel launch ,0
pak reconstructing show terror camp existed modi read here ,0
you are welcome jha too one the tax payers who funded his doctorate jnu you wrong the great indian dreams are self made individuals like abdul kalam sold newspapers dhirubhai gas station man sachin middle class kid modi sold chai etc ,1
modi india mamata anti indian mass flesh her prob she doesnt nahi and drinks like rotten pakistani fishlets clear her off,1
could can draw comparison siddaramaih 2018 karnataka assembly election used confident approach used give back bjp with gustso here modi mocks opposition instead beffiting reply and does theatrics,1
may vot only modiand may home,0
mark words narendra modi will launch counter scheme against rahul gandhis nyay scheme within week ,0
modi there not bjp still win election single handadly gujarat and from gujarat and know ,1
modi respectfully give opportunity his political rival pramod kumar shrivastava face channels because love oneness mayawati mamta priyanka for women empowerment varanasi constituency ,1
bjp voters will vote for them vote for modi,0
"bbc news ukraine election comedian frontrunner first round better for the world elect comedia than
trump
bolsenaro
orban
salvini pen
afd
wilders
kaczynski
modi
duterte
suu kyi
putin
etc etc",1
"agenda new india mahagatbhandan leaders our agenda stop modi
how shameful these leaders are ",1
"invite you join nation with namo india’ largest volunteer network professionals who will campaign for shri narendra modi 2019 join using referral link pledge your vote
register now",0
sir modi working rightly bottomup unlike developed gujarat where basic amenities available and spend def lower but not absl amt also the def spend this govt essentials bullet proof vests etc strategic modi may work topdown too from 2022,1
dont compare with modi modi from his strong zone vadodara moved toughest place varanasi bcz bjp was weak there but pappu from weak seat amethi strong seat waynad any answer,1
lpg issue 2019 which was big issue 2014 ans not issue modi gave free lpg crore poor families since 19472014 witnessed crore lpg connections people making long queues refill years crore connections without any queue coverage ,-1
the thinking appears this the congress does not just have defeat modi also has has revive reemerging states where was major presence,1
because modi giving them proper long overdue treatment,-1
disclaimer trust chowkithar keep your money safe modi,1
quote the year pakistan will die its own death will march forward modi has guts speak the truth,1
can you grace this ardant fan yours with reply ive been religiously trying connect but signal seems missing sab modi galti hai ,-1
fact check did modi top the list most honest politicians surveyed the ⚡kohli and abd ,1
modi means the new dream ,1
nor pro anti modi but kind needed keep one the ancient civilizations alive there media which unbiased the moment brother every media outlet propaganda machine move their own country agenda forward truth there global media,1
and might get déjà watching this interview and reminisce his interview with modi which they asked sir how you get this much energy,1
you robbed our money through demonetisation modi,0
"depends upon ratio success failure
modi has totally failed real basic issues like farming agriculture poverty unemployment only mentioned earlier dat for demonetisation reason was cheaper per data rate justified all sounds stupid broo",-1
evil scheme not vote for modidivide and rulethis presidential election need elect and ,-1
terrorist then instead asking him for tax you should oppose that under their governance such good terrorists roaming the country freely and modi says that has protected india although for will also the leader caste,1
lol  grapes are sour modi come pakistan for any challenge military economic technological trade whatever ahead conquer ,1
this the real face bjp and modi they like hear what they want but not the truth bjp destroying our institution,0
"guys you dont get need get modi elected india
hes going make pakistan great again",1
was hearing our economy tail spin and that modi has ruined all bakwas from chidu the chor,0
modi chowkidar thinks foolostrich dips its head and thinks nobody sees him,0
day dreaming good for mental health hope your dreams save you from the mental balance that the hatred modi can give,1
"lets challenge rahul contest varanasi against modi rahul considers himself material den varanasi against modi wld ideal 2nd seat for rahul contest from defeat modi one one rahul wont dare but modi would welcome rahul opponent varanasi
",1
careful brocan you reveal who you are voting whom you voted but yespl vite and ask your friends community vote bjp its modi again,-1
see the video once again was said light hearted manner shows how scared you are modi,1
idea why rahul gandhi fighting cpi kerala congress fighting for 2024  they are working get decent jump from seats they have gone nutsif modi comes back power will add “never rahul” list they really are testing patience ,1
have say not because modi fan but outside observer that the entire con cell seems bunch low people,0
 modi will clean bold congress ,1
unflinching loyalty towards the tricolor appreciable also know who the right person carry india forward lets stop beating around the bush state our affliations clearly all know modi any day better bet than ,1
although rate modi better than the other par bhaisahab yehi gyaan 2014 mein modi diye hotewhy double standards mate,1
there very thin win rajasthan people voted out vasundhara not modi from rajasthan,1
what goes around comes around both bastard well modi shah too,0
with his puppet arnab  why not other news aao debate karte hain modi zee,1
one the flagships this govt and himself beti bachao beti padhao also jumla turns out more than half the fund allocated was used advertisements and about didn’ get spent all beti bachao modi becho ,1
has chosen the seat only because knows can win period copycat secret presently copying modi lying everyday copying kejriwal interested fighting from minority area why does not fight from srinagar where hindus are minority,1
modi will become again 2019,0
privileged youth yes but the ones who lost their opportunities coz modi are angry their vote hopewill the right direction,-1
rally ready for modi ,1
wow what audacity modi openly accepts india’ hand creation mukti bahini and creation bangladesh that rule pakistan has same right kashmir hisaab barabar,1
don’ divert nehru cong gandhi tell which field modi brought new concept innovative and made gujarat top lists primarily education medical health sports job pay scale army best airport railway station mfg patents sold globally yes asharam bank frauds,1
arnab dont shut bloody mouth then should give credits modi for mission shakti which actually done isro balakot air strike surgical strikes which are done armed forces not even commander cheif stop licking bjps shoes arnab ,-1
modi asking for apology entire nation full report card modi out now you will shocked see how india has changed last years  india now suffering from highest unemployment rate years nsso data11,-1
thats rightly said modi but sometimes even the best candidate not lead good leader and seen bigger picture think these parameters might somehow led the wrong person lead the nation understood your tweet but just wanted say point too ,1
"nirav modi statement london court was threatened congress leaders escape and run away frm india paid them commission 456cr congress leaders this true not why was rushed london when nirav got arrested
",1
fact can contest from seats can fact was contesting those seats for the first time making his lok sabha debut fact has been sitting for years ,1
okay understand why some people may not very fond but even then how can some these people support claiming things like rahul gandhi for naya bharat and crap are you blinded your hatred for modi,-1
timelines already pumping with chowkidaar they won putting everybodys head least plus rhymes with abki baad modi sarkar mean not fan the people but they know how make noise ‍♀️,-1
kya ghalat kaha poori poori congress khandaan blood hai gaali dena god forbid something happens modi you dynastic slaves will celebrate and party shame you buggers but will pray god that modiji gets long life serve this country,-1
third class third grade paid modi barking creature should kicked out journalism industry,0
hello world record holder for lies the unemployment numbers are high since modi govt ensured collect the data appropriate manner outcome shows the bitter truth the past jobsmoney for the common man only loot india ,1
just scared  modi wins have leave this country because this country will contaminated evil spirit ,-1
once again modi sarkar for our development progress powerful nation for the farmers middle class business manand for our north east especiallyjai hind,1
did any journos ever asked why modi lie much,1
this fiery not fit talk about modi let him busy working for his paapu nikhil,-1
but wasnt rupa supporting modi once this turncoat should take cues from rohini and switch sides only when she gets 2bhk flat,1
who couldnt defeat him during the peak the modi wave can without doubt defeat him right now15 ा ो सबके account ें।,1
hello fighting against congress and ’ allies nowdays thinking defeating modi you even forgot your other competitors your example boy fighting against official candidate congress and its allies,-1
after modi first visit american friends were laughing indians said fool indians needed elections chose modi against ,1
arey sir ignore them just wait for the release narendra modi that his 100 true story infact shud dna that movie too,1
the first government provide its years report card modi haters can read and weep ,1
this modi style sure 2nd strike within days,1
but playing safethe same congress questioned modi when doing ,0
know that modi wukk you stick regular cuts deals fake gandhi family,-1
highest ever cow related violence and mob lynchings record after modi became india spend data india now worlds second most unequal country global wealth report indian rupee now asias worst performing currency market data14,-1
"classic example chowkidar fakiri mitronmai bhi fakir aur mere bhakt bhakts campaigning for modi using fakiri vehicle mini cooper lakh
range rover … ",-1
what was chowkidar doing when pathankot pulwama attacks happened kapil sibal takes dig modi ,0
your journalists with antimodi hatred their blood can continue with their hatred modi ceo channel launch via ,0
march almost over didnt link myself any girl yet will modi accept ,0
there are muslims who are good citizen the country but they few and far between country can not tolrate muslims having fanatic mental beant against nation and pro pakistan modi jii something this issue war footing,1
modi jee doing well last four years but his team not doing well keep ,0
"beg differ assad much better than the extremists
tulsi merely had soft spot like many hindus 2014 for modi",1
this election going most unpredictable election ever india can betbeleive this election between pro and anti modi forcesthis not between congress bjpwe will have prime minister who will better than modi rahul,1
why congress fighting problematic its congress bastion the sitting from congress they both are not alliance partner amethi will impact seats fighting from south will help upa get more seats much more popular than modi south,1
wow excellent work student who studied iisc asking what did congress for india and the same idiot defending modi when funds for iim vizag were not disbursed the central government the last years ,1
  india mein nahi kiya which has progressed much under modi who works 247 and hardly sleeps outside india then you are multinational anti rational per logics ,-1
pointing intelligence failure the congress leader kapil sibal questioned how rdx brought inside india large quantities for the pulwama attack ,-1
these assholes cant digest their food the country progresses any field more its under modi ,1
"2016 got gas connection under ujawalla yojna
after bjpmodi came into power pitched road was laid out which eased the traveling have enough reason vote for bjpmodi",0
modi implemented most challenging tasks pls show kumarswamy his manifesto has not even implemented promise even after hiking taxes,1
ventured into unknown territory risk came out gujarat and took plunge national politics raga going out amethi helter skelter for survival,-1
resigning from common life now going join bjp modi milne time diya sakta ticket bhi mil jaye put cap mentioned with mai bhi cahaukidaar from all direction,-1
first give press conferences first time history india cbi cbirbi govt govt fights happened because modi wanted control all democratic institutions first time history india4 supreme court judges gave press conference say ,1
these are the guys who would later post entire blog describing how jio and ambani was funded modi and govt and how has killed other companies and jobs and how corruption has increased because jio ,-1
mc2 amit shah and modi ,0
versus the dynasty and its shadowy alliances ,0
modi the gareat,0
both inc jds are dynasties family based parties dynasty politics curse democracy boycott them modi once again ,0
heartdly support modi for their dedication towards nation and its security three persons family are serving three different forces indian army feel proud have great prime minister,1
this modi policies whatever even shot down his own planes verify rafale deals did anyone know what mentioned when shot down there planes,1
bro chill are discussing our views dont want change any one views but discussing his views why hated the for reason even modi will anything better for muslims muslim population never support him ,-1
for all indias bluster trump has india the short and curlies trade this wise indias part show restraint but doesnt absolve india for its own poor trade policy choices under modi ,1
butbut seasoned politician since birth,1
congress cannot comeback viable alternative unless gets someone with ‘doer’ image like modi supports things like national citizen register 3breaks impression treats muslim conservatism lightly kicks out old gaurd corrupt sycophants 5wins hindu vote ,0
nirav modi extradition case hearing begin today court ,0
this the most irrational logic have ever come across twitter south indian didnt see anything like attack from modi our culture languages,1
all agree did great mistake voting for modibelieving all the high talking jumle bazzi did 2014 repent however this time have chance rectify our mistake will yes will vote for change this time,1
what all accused and dreaded corrupt politicians are united against modi and sitting together posing for photos your news paper,-1
bhai congress tally would 200 and you know that not part congress only common citizen who cant stand modi subverting the constitution ,-1
modi sir also watchman,0
can someone sue modi his lying just continues grow with all the people following him like sheep and not asking questions,0
face twofront war and this the best modi can come with remember for half his term couldnt appoint fulltime defence minister,1
the investigation was bogus and the same court called him modern day nero watch this and educate yourself modi nothing but mass murderer who made his career killing muslims cowbelt satisfy their bloodlust,1
modi hit them where hurts the most and worse hit them straight ,1
clear natak banana leaves disposable cups food from outside she making chapathi eating something else clear admission that modis ujjwala yojna doubtless jumla,1
may can fool cousins from nearby madarrsa but rest have college degrees 2013 upas last year gdp was around 1856 2018 with modi govts last has reached over usd 2700 billion before dreaming about spending ask pappu get job earn something ,0
congress cannot comeback viable alternative unless gets someone with ‘doer’ image like modi supports things like national citizen register 3breaks impression treats muslim conservatism lightly kicks out old gaurd corrupt sycophants 5wins hindu vote,0
under sonia led upa planning commission splurged lakh upgrade toilets under modi niti aayog splurges lakh greening office space with exotic plants whoever gets power babudom continues waste funds meant for poor ,-1
you are nobel profession please stick dont politics try comment that you might not operate patient who big modi fan and while talking you your talks convert into heat conversation and you will kill that man that rage think,0
indian media now worst yearspersonal observation first time history india you criticize our govtyou will labeled antinational biggest proof for this try forward this message whatsapp and modi bhakts around you will call you antinational18,-1
why did modi chose varanasi 2014 selective amnesia not good for journalists,-1
does not matter even they issue daily statements not vote for jipeople have made their mind abki baar bas modi lana haikyonki desh aur age lena hai,0
hey todays speech bangalore you levelled very grave charges against modi putting ₹30kcr anil ambanis pocket ₹1800 distributed bsy various party cronies etc are you position prove these that voters could decide,1
she tried everything including licking the boot when modi got elected and after trying for long nobody even bothered talk her this whining dont worry about her whine will the end has die ,-1
come bro now you are joking all know modi has just studied till 9th standard ,0
irrespective the candidate need look the party bjp its leader modi and vote for bjp,0
modi jis few highlights glance ,-1
not sure mrs was wrong but you are definitely wrong defending modis every action can you let know the motivation perhaps could benefit too,-1
vajpayee modi gov credited with politicizing army bringing national security centre stage election issue congress woken not let this powerful vote bank ,1
parshurams kerala should vote 100 bjp convince christens not with will harm ful there existence world over scenario muslims are against christens hindus were ancestors modi wave there keralites should convert sunami the extent ,0
yes all bjp supporters will vote for shiv sena they all want modi even 2014 sena was voted mumbai esp south mumbai due modi,-1
"will replace kohli with modi and gave the wicket keeping role amit shah
and still they continue losing matches and someone criticize them they will category them antibangalorians",0
one sided article regional parties are not asking cong sacrifice seats they are only asking leave seats where cong has chance winning and delhi putting candidates where cong has zero chance winning definitely helping modi get 2nd term,1
lol its good that modi comes back bcz during last years his policies brought kashmir point where they cant even dare hold elections next years clearly means disintegration indian society the name hindutva and saffron terrorism,1
young economy 70years plus young forever young just modi young ,1
"tumi bangali manus supporting  jai hind 
this time modi will take oth with love for modiji ",1
what did congress for years loot mar modi done much much more years than years congress congress brought adaharr and left there and modi turned that into base digital india  poor have access health now house washrooms,-1
definition bhakt inke pichwade mein modi garam saliya ghusade tow boolenge modi kiya hain tow sooch kiya hoga this will help fight terrorism kashmir and end corruption india,0
modi back with bang the same fearless voice attitude that saw 2014 will win that’ for sure ,1
wont even qualify soldier let alone havaldar you applied the and think man who wasunemployed for years and and became has any get real ,1
won’ rest assured come ground understand the undercurrent for modi,0
modi dint campaign both seats apart from roadshow while filing nominations more imp let’ wait for the results modi won with stunning margins both let’ what will rahul ,1
"modi warns against fake promises made opposition parties
rs15 lakh each indian citizen will deposited was this fake promise",-1
"the nation wants know income increased 300 wifes income increased 1600 sons company turnover increased 16000
source for amit source for wife source for son ",1
prime minister india narendra modi great bjp politics for people india great spirit for new generation dream full life god bless india,1
"terrorism can never ended can contained more terrorists can wiped out and for years pakistan has used terrorism state policy needs some plainspeak and direct offensive modi has the guts and political will that
pakistani the back foot now",1
option only support narendra modi ,0
all except modi,0
media only opposition against modi which has become mouthpiece for hare thake hue netas who have ideology policy counter ,0
want more ,1
just look the data what going this country minority not save here what about the constitution how the people behave not good all murderer just read about godhra kand know about him great leader like atal dont want modi gujrat,1
are surprised modis election dramas,1
dont know what but the trends set against modi have all the people tweeting who members karyakarta mla youth wing heads confress party where the normal bote giving people does this show the real truth support modi ,1
isro was maybe formed nehru claim but this has the guts implement modi salaam,0
watch reality lakh promise narendra modi great analysis bjp check this counter false propaganda opposition vote for bjp nda make india strong great viswa guru ,1
"watched debate with kanaiah saw some agenda driven analyst insinuating that surya ran away nonsense conducted himself gracefullycongratulated khanaiya articulated himself welldefended modi jee againt henri rhetoric with data
",0
now its very interesting see whether deshbhakt winning modi bhakt winning this the correct time show patriotism and respect for soldier,1
very good working beed district bjp development jay bjp next pream minister again modi sirji ,1
have seen modi and how dresses differently every time visits different place thats not odd your stupid brain then this not odd too better ask modi change from chowkidar chor,-1
arre modi 600 devos who said more,1
talks about govts historic scheme episode the series and hes right this couldve been done but the sensibility was missing choice yours sensible kaamdaar dynastic brat ,1
this isn’ blatant misuse state resources violation model code conduct the ruling party for its election campaign then what election commission will failing its constitutional duty doesnt initiate disciplinary action against bjp modi ,-1
you want take revenge jihadis and pakistan then vote for strong hindutva govt bjp lead modi,1
how this justified under guidelines and also bas yahi dekhna baaki reh gaya tha ,1
although you chatukar finds matter the pappu fact that its not strategical move but safety measure congress could get some mileage rahul would have decided fight against modi from varanasi,0
modi dont have guts accept your challenge didi pheku only give jumla nation,0
yes modi and shah will get even worst treatment,-1
what focking explanation regarding ragas additional standing seat from kerala pappu janeudhari siv vakta what his mantra for pranam lord siva ong narendra modi sibaya fine,1
’ genuinely grateful modi for the recent clash otherwise western world couldn’ have seen the fragile capability their stooge south asia they have invested heavily ,1
"this has been the ninth crash iaf jet this year with the latest such incident taking place earlier march
indian airforce joke now
and are happy sharing fake best force the world are not even top forces ",1
modi gave speech about indias achievements post launch what will you speak other than abusing modi and his schemes nothing constructive ,-1
master troll right people with india hate modi hate will meet their fate just today said something about pakistan management lessons offing from our where the educated journalist finance experts rile rue under his outstanding leadership skills,-1
both are trying compete with modi the oscar award chase for the best actor the yearbut chance modi the best actor always,1
even the whole country supported the demonetisation whole heartedly certain people are still raising questions its credibility cong even promises remonetisation conclude that they suffered heavily and hence their anger against modi,-1
they just trying walk modi’ foot print which will make then fall behind modi forever ,-1
siddharth strong critique modi his observation quite interesting ,1
let rahul fight anywhere front modi sir then rahul will know how good ,1
want with modi,0
why every bussiness man prefer modi lutne aasani hoti ,0
tejasviif you are with modi you are with india you are not with modi then you are strengthening antiindia forces link ,0
"modi sir also watch man
bjp",0
"modi govt the worst govt india has ever had last 70years
some people say that 2019 elections are the last elections that will happen ind because wins this time desperately want control all institutions our democracy and become dictatorship110",-1
mallya hasnt runaway from india why afraid back modi modi like screw corrupt antinational that his hobby like like screw congi fully vindicated all dues recovered says vijay mallya ndtv ,-1
this the view the highway from hisar churu haryanarajasthan and people say what did modi the last five years ,0
win loose been clear they all scared name modithey all joined hand sake cntry make our out power which will happen ,1
open eyes see reality dont blinded its question our nation our country pls dont prove breed assholes think be4 voting ाेशबचा,0
congrss hazard the nation only spreading the toxic ideas the people india modi the only antidote this toxicity known congress,0
the narendra modi government can give money the rich can for the poor ,-1
narendra modi one evil stalkerhe simply unable spend min without thinking about pakistan,-1
modi enjoys and flourishes these neutral patrakars without them india would have never known modi the leader ,0
not only against modi should also against for not acting the supreme court,0
"lots love for modi
",1
big modi fan kangna ranaut says why she supports ,0
who gave instruction lol this nation was reason for right slap 4th time row and more come,1
will down history along with modi will discussed dissected pondered upon thesised and future generation will memorise the first thing about modi all the past 5years this prime morons achievement ,-1
modi gave crores and crores dollars japan and japan return 2030 and only gave these dollars for merely 0001 interest also the catch modi gave them dollars and they will pay rupees big loss the nation  ,-1
modi interacts with people the programme ,0
just lit candle burning some incense singing kumbaya and cleaning the dear tulsi photo signed guru modi was only was only was only was only balah blah blah,0
absolute moment destroys msm journalistspresstitutes with few simple statements via ,0
vote for mananiya modi india and indian wants equality china all around areas and bring your country seven heaven just modi will ️,1
thats why its modi hain toh mumkin hain ,0
back modi and yogi,0
"fake takes fake revenge real casualties our crpf soldiers
useless modi you are still not ashamed this ",-1
even swaminathan aiyar despite his obvious dislike for modi can stand rahul gandhis brainless plan ,0
़िरएकबाो़इसरका sirf bar nhi bar bar modi bjp sarkar want all opposition parties not anything good for india sub chor hai,1
instead doing useless data collecting like how many crorepati bjp cong shud note down promises top leader yes only one ldr from each party like modi from bjp rahul from cong maya frmnbsp date and venue ,1
fuel wave favour modi not pappu understand keralites educated intelligent ,1
can you not just narender modi than any chowkidar and chai wala why your marketing team naming chai wala and chowkidar wonder,0
wish modi wins again,1
bloody hell the blood entire gandhinehru khandaan its slaves like you give gaalis tell you what god forbid something happens him bet entire congress leadershipslaves will rejoice celebrate pray god for the safety modi ,-1
abkibaar 400 par har har modi wishing you full success,1
left right all this called journalists celebrity tweeple just bark for money only that why never quote any them modi ask them clean his shit they will ready ,1
only modi allowed contest from seats other person,-1
modi during modi wave also contested from two seats offense,0
course was different 2014 when vadodara and varanasi chosen for modi ,0
whatever pundits say modi should not waste his time telanganaandhra and kerala party can grow there next years but right now any area modi must concentrate east many seats fight close and modis intensive rallies can change the final result,1
world class news agency published wonderful click jammu based senior photojournalist akhnoor public waving for modi ,1
see how congress spread fake news against modi ,-1
lol coupta has taken the role match making like burqadhutt used but you are fighting against juggernaut known modion may you may become luptbut this was destined,1
librandus outside modi jis event today  ,0
yes raising question not big negotiator arun jaitely who manage the whole media and many other colliation partners nda but everybody the country knows what happened him amritsar durung 2014 strong modi wave got defeated lacs,1
manager yeh instagram product twitter par kya kar raha hai worker sir branding syndrome ,0
vijay mallya quotes modis interview avoid extradition ,0
but after their performance team cant say,0
west bengal chief minister mamata banerjee sunday urged opposition forces set aside their petty differences and join hands oust the narendra modi regime from the centre ,0
congress led upa government did not permit scientists launch mission shakti now modi has shown courage permit our scientists carry out the test previous government was spineless government,-1
bro can understand difference between choice compulsion all who love want wellbeing these lands dont strengthen namo there opposing considerations compulsions politics state craft not saint craft yet discuss with modi even fight with him but with,1
congress kya even pakistan and china also wanted not vote for modi because they all knows modi beneficial india and ghatak for their future but knows what film makers makes copy pasted movies but this not that shitty film,0
read who give back 12yrs 11muslim acquittd false terror case aftr 25yrs prison modi minster garlands cow vigilantes convicted for lynchin muslim trader jharkhand ,-1
"full interview modi activist raghuveer maripeddi national andhra pradesh politics elections india
desiplaza youtube mastitime radio ",1
moplah riots took place kerala modi chose varanasi one the oldest city world nerve center india buddha gave first sermon varanasi sarnath city known for culture knowledge trade going place known for assault conversions priorities,-1
this the all wanted see one man modi has made pappu run wayanad muslim majority constituency commies are feeling bad about accommodating pappu think rapist bishop francos brother was pay vatican money commies but got raided ,-1
dare who have livestreamed modis idiotic chowkidar program ask him single question the obscene amounts taxpayer cash used decorate amitabh kants office foot,-1
modi killer terrorist hatred person vote for peace and for safety humanity which only can come through congress,0
’ paltu ram and know why papu spidered his views these kind people are fact responsible for modi’ rise people have brains now,1
india congress saying chowkidar modi nirav modi bhagaya chowkidar chor hai london court kapil sibbal helping nirav modi london courts addressing the great display mahaghatbhandan between scamgress scamsters,1
himachal pradesh congress committee president kuldeep singh rathore said prime minister narendra modi led government has done nothing the name development which becomes evident from fact that national highways announced for himachal remained papers only,1
what was chowkidar doing when pathankot pulwama attacks happened kapil sibals dig modi shockingwhat are doing nov mumbai ,0
vote for modi for the glory merry indiasuppose leads nation will proceedhe the best all its nationalists callhe embodiment truthhonesty overcome political dynasty once more put behind bar the public money chors,1
but looks there fight worker nothing feeling sad there thousand work done modi but single advt local leaders,-1
"has set arse lutyens fire its trap laid modi
cong needs spine attack pakistan",0
you just nailed modi inspiring speech just want become like you,1
the last years narendra modi has opposed and weakened all the schemes that helped the poor referred mnrega digging pits doesnt understand that these propoor schemes lifted crore people out poverty said rahul gandhi ,-1
choukidhar required when peace harmony not environment when modi says choukidar means that there real pure ruling nation need choukidhar then dont want real true ruling want real true ruling not choukidhars,1
absolutelyi have blocked most the abusive bhakts and also modi who was the threadi think some are intentionally abusive curry favour from the sanghi brigade ,1
modi appeared for interview television and now waiting for rahul gandhi,0
lok sabha elections 2019 this poll season the environment focus parties foggy best indian express ,1
"how modi attacked culture and languages south kuch bhi
dont spread fake narrative",-1
appreciate least for contesting other party leader not even daring against modi,-1
